Name,Smiles,Property,Smiles_stand,logP,MW,rotB,HBA,HBD,nRING,TPSA
hERG206,CN1C(c2ccc(C(N3C(CC(N4CCOCC4)=O)CN(S(c5sc(c6c5)cc(Cl)cc6)(=O)=O)CC3)=O)cc2)=NCC1,1,CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2CC(=O)N2CCOCC2)cc1,3.0109000000000012,630.192,6.0,8.0,0.0,6.0,102.83000000000001
hERG207,CCOC(C1N(Cc2ccc(C(N(C)C)=N)cc2)C(=O)CN(S(c3[nH]c(c4c3)ccc(Cl)c4)(=O)=O)C1)=O,1,CCOC(=O)C1CN(S(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)CC(=O)N1Cc1ccc(C(=N)N(C)C)cc1,2.673070000000001,546.0490000000002,7.0,6.0,2.0,4.0,126.86999999999999
hERG208,Cc1nn(c2c(C#N)cc(c3c2)cccc3)c(C(Nc4ccc(C(N5CCCC5)=N)cc4)=O)c1,1,Cc1cc(C(=O)Nc2ccc(C(=N)N3CCCC3)cc2)n(-c2cc3ccccc3cc2C#N)n1,4.879070000000004,448.53000000000014,4.0,5.0,2.0,5.0,97.8
hERG209,CC(c1cc(C(N)=N)ccc1)=C(C(Nc2ccc(c3c(S(N)(=O)=O)cccc3)cc2)=O)F,1,CC(=C(F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1,3.62427,452.5110000000002,6.0,4.0,4.0,3.0,139.13
hERG210,Cc1n(C2CC(N(CCC(c3ccccc3)NC(C4CCC4)=O)C5C2)CC5)c(c6n1)cccc6,1,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC1)c1ccccc1,5.560320000000006,456.6340000000002,7.0,4.0,1.0,6.0,50.160000000000004
hERG211,O=C(C1CCC1)NC(c2ccccc2)CCN3CCC(n4nc(Cc5ccccc5)nc4)CC3,1,O=C(NC(CCN1CCC(n2cnc(Cc3ccccc3)n2)CC1)c1ccccc1)C1CCC1,4.553500000000004,457.6220000000003,9.0,5.0,1.0,5.0,63.050000000000004
hERG212,O=C(C1CCC1)NC(c2ccccc2)CCN3CCC(N4N=C(Cc5ccccc5)OC4)CC3,1,O=C(NC(CCN1CCC(N2COC(Cc3ccccc3)=N2)CC1)c1ccccc1)C1CCC1,4.344400000000004,460.6220000000003,9.0,5.0,1.0,5.0,57.17
hERG213,Fc1ccc(Cn2c(c3nc2NC4CCNCC4)cccc3)cc1,1,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,3.3876000000000017,324.403,4.0,4.0,2.0,4.0,41.88
hERG214,FC(c1cc(c2nc(C3CCC(CNS(c4ccccc4)(=O)=O)CC3)[nH]c2)ccc1)(F)F,1,O=S(=O)(NCC1CCC(c2nc(-c3cccc(C(F)(F)F)c3)c[nH]2)CC1)c1ccccc1,5.347800000000004,463.5250000000001,6.0,3.0,2.0,4.0,74.85
hERG215,CN(S(c1ccccc1)(=O)=O)CC2CCC(c3[nH]cc(c4cc(C(F)(F)F)ccc4)n3)CC2,1,CN(CC1CCC(c2nc(-c3cccc(C(F)(F)F)c3)c[nH]2)CC1)S(=O)(=O)c1ccccc1,5.690000000000005,477.5520000000002,6.0,3.0,1.0,4.0,66.06
hERG216,OCCNC(C1CCC(c2[nH]cc(c3cc(C(F)(F)F)ccc3)n2)CC1)=O,1,O=C(NCCO)C1CCC(c2nc(-c3cccc(C(F)(F)F)c3)c[nH]2)CC1,3.477800000000002,381.3980000000001,5.0,3.0,3.0,3.0,78.00999999999999
hERG217,CC(NC(C1CCC(c2[nH]cc(c3cc(Br)ccc3)n2)CC1)=O)=O,1,CC(=O)NC(=O)C1CCC(c2nc(-c3cccc(Br)c3)c[nH]2)CC1,3.7757000000000023,390.28100000000006,3.0,3.0,2.0,3.0,74.85
hERG218,Fc1ccc(C(c2ccc(F)cc2)N3CCN(CC=Cc4ccccc4)CC3)cc1,1,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,5.3852000000000055,404.5040000000001,6.0,2.0,0.0,4.0,6.48
hERG219,Clc1ccc(C(n2c[n+](CC(c3c(Cl)cc(Cl)cc3)OCc4c(Cl)cc(Cl)cc4)cc2)c5ccc(Cl)cc5)cc1,1,Clc1ccc(C(c2ccc(Cl)cc2)n2cc[n+](CC(OCc3ccc(Cl)cc3Cl)c3ccc(Cl)cc3Cl)c2)cc1,10.29179999999999,652.2560000000002,9.0,2.0,0.0,5.0,18.04
hERG220,Fc1ccc(C(CCCN2CC=C([N+](C3=O)=C4C(=N3)C=CC=C4)CC2)=O)cc1,1,O=C(CCCN1CC=C([N+]2=c3ccccc3=NC2=O)CC1)c1ccc(F)cc1,2.3227,378.42700000000013,6.0,3.0,0.0,4.0,52.75
hERG221,CCOC(C(n1c(C(N2CCC3)C34CC)c(c(c15)cccc5)CC2)=C4)=O,1,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,4.148300000000003,350.462,3.0,4.0,0.0,5.0,34.47
hERG222,COC(c1ccc(n2c(c3c(C4CCN(CCN5C(=O)NCC5)CC4)c2)ccc(Cl)c3)cc1)=O,1,COC(=O)c1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,4.275100000000003,480.99600000000027,6.0,5.0,1.0,5.0,66.81
hERG223,COc1c(Cl)cc(CNc2c(c3c(N4CCC5(CC(O)C5)CC4)nn2)cc(C#N)cc3)cc1,1,COc1ccc(CNc2nnc(N3CCC4(CC3)CC(O)C4)c3ccc(C#N)cc23)cc1Cl,4.516880000000003,463.96900000000016,5.0,7.0,2.0,5.0,94.30000000000001
hERG224,CN1CCN(CCCN(C(Nc2cc(C(F)(F)F)c(F)cc2)=O)C3C(C4C(c5ccc(C#N)cc5)C3)C4)CC1,1,CN1CCN(CCCN(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)C2CC(c3ccc(C#N)cc3)C3CC32)CC1,5.379780000000006,543.609,7.0,4.0,1.0,5.0,62.61
hERG225,Fc1ccc(C(c2ccc(F)cc2)CCCN3CCC4(C(=O)NCN4c5ccccc5)CC3)cc1,1,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,5.305400000000005,475.58300000000014,7.0,3.0,1.0,5.0,35.580000000000005
hERG226,CCCCNCCC(c1c(c2c(c3c1)cc(Cl)cc3Cl)ccc(C(F)(F)F)c2)O,1,CCCCNCCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,7.1318000000000055,444.32400000000007,7.0,2.0,2.0,3.0,32.26
hERG227,NC(C(c1ccccc1)(c2ccccc2)C3CN(CCc4cc(c5cc4)CCO5)CC3)=O,1,NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,3.957500000000003,426.5600000000003,7.0,3.0,1.0,5.0,55.56
hERG228,C1C(c2c(c3[nH]c2c4ccccc4)cccc3)CCN(c5ccccc5)C1,1,c1ccc(-c2[nH]c3ccccc3c2C2CCN(c3ccccc3)CC2)cc1,6.218900000000005,352.48100000000005,3.0,1.0,1.0,5.0,19.03
hERG229,Clc1cc2c(n(c3ccccc3)cc2C4CCN(CCN5C(=O)NCC5)CC4)cc1,1,O=C1NCCN1CCN1CCC(c2cn(-c3ccccc3)c3ccc(Cl)cc23)CC1,4.488500000000004,422.9600000000002,5.0,3.0,1.0,5.0,40.510000000000005
hERG230,CC(OC(N1CC(OC2CC1)CN(CC(COc3ccc(C#N)cc3)O)C2)=O)(C)C,1,CC(C)(C)OC(=O)N1CCC2CN(CC(O)COc3ccc(C#N)cc3)CC(C1)O2,2.0081799999999994,417.5060000000002,5.0,7.0,1.0,3.0,95.26
hERG231,CSc1cc(c2cc1)N(CCC3N(C)CCCC3)c(c4S2)cccc4,1,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,5.885600000000005,370.587,4.0,4.0,0.0,4.0,6.48
hERG232,CC(N1CCC(Cc2ccccc2)CC1)C(c3ccc(O)cc3)O,1,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,3.7688000000000033,325.45200000000006,5.0,3.0,2.0,3.0,43.7
hERG233,Fc1ccc(C(CCCN2CCC(N3c(c4NC3=O)cccc4)CC2)=O)cc1,1,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.7687000000000026,381.4510000000002,6.0,4.0,1.0,4.0,58.1
hERG235,Fc1ccc(C(C2CCN(CCN3C(=O)c(c4NC3=O)cccc4)CC2)=O)cc1,1,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,2.423800000000001,395.43400000000014,5.0,5.0,1.0,4.0,75.17
hERG236,FC1C(c2c(c3[nH]c2c4c(c5ccc4)cccc5)ccc(F)c3)CNCC1,1,Fc1ccc2c(C3CNCCC3F)c(-c3cccc4ccccc34)[nH]c2c1,5.542200000000004,362.42300000000006,2.0,1.0,2.0,5.0,27.82
hERG237,Cc1ncn(c2cc(C(F)(F)F)cc(NC(c3cc(Nc4nc(c5cnccc5)ccn4)c(C)cc3)=O)c2)c1,1,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,6.355840000000005,529.5260000000001,6.0,7.0,2.0,5.0,97.62
hERG238,CCCN1C2C(c(c(c3N=C4)C4C2)ccc3)CC(CSC)C1,1,CCCN1CC(CSC)CC2c3cccc4c3C(C=N4)CC21,4.436900000000004,314.49800000000005,4.0,3.0,0.0,4.0,15.6
hERG239,Clc1c(CCN2CCN(c3c(c4sn3)cccc4)CC2)cc(c5c1)CC(=O)N5,1,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,3.809000000000002,412.9460000000002,4.0,5.0,1.0,5.0,48.470000000000006
hERG240,COC(Cc1ccc(n2c(c3c(C4CCN(CCN5C(=O)NCC5)CC4)c2)ccc(Cl)c3)cc1)=O,1,COC(=O)Cc1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,4.204000000000003,495.0230000000002,7.0,5.0,1.0,5.0,66.81
hERG241,Clc1cc2c(n(C3CCCCC3)cc2C4CCN(CCN5C(=O)NCC5)CC4)cc1,1,O=C1NCCN1CCN1CCC(c2cn(C3CCCCC3)c3ccc(Cl)cc23)CC1,5.004500000000005,429.0080000000003,5.0,3.0,1.0,5.0,40.510000000000005
hERG242,Fc1ccc(n2c(c3c(C4CCN(CCN5C(=S)NCC5)CC4)c2)cccc3)cc1,1,Fc1ccc(-n2cc(C3CCN(CCN4CCNC4=S)CC3)c3ccccc32)cc1,4.139100000000003,422.57300000000015,5.0,3.0,1.0,5.0,23.439999999999998
hERG243,CC(C(CCN1CCC(c2c(c3on2)ccc(F)c3)CC1)C(=O)[N+]4=C5C(O)CCC4)=N5,1,CC1=NC2=[N+](CCCC2O)C(=O)C1CCN1CCC(c2noc3cc(F)ccc23)CC1,2.719400000000001,427.50000000000017,4.0,6.0,1.0,5.0,81.94000000000001
hERG244,O=C1N(c2ccccc2)CCC1NCCc3n(Cc4ccc(C#N)cc4)cnc3,1,N#Cc1ccc(Cn2cncc2CCNC2CCN(c3ccccc3)C2=O)cc1,2.740680000000001,385.47100000000006,7.0,5.0,1.0,4.0,73.95
hERG245,ClC(C=CC(C1=N2)=[N+](C3CCN(CCC[N+](C4=O)=C5C(=N4)C=CC=C5)CC3)C2=O)=C1,1,O=C1N=c2ccccc2=[N+]1CCCN1CCC([N+]2=c3ccc(Cl)cc3=NC2=O)CC1,0.3833000000000002,423.90400000000005,5.0,3.0,0.0,5.0,68.12
hERG246,CC(C(CCN1CCC(c2c(c3on2)ccc(F)c3)CC1)C(=O)[N+]4=C5CCCC4)=N5,1,CC1=NC2=[N+](CCCC2)C(=O)C1CCN1CCC(c2noc3cc(F)ccc23)CC1,3.7486000000000033,411.50100000000015,4.0,5.0,0.0,5.0,61.71
hERG247,CCN(CCOc1ccc(C(c2ccccc2)=C(c3ccccc3)Cl)cc1)CC,1,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,6.562600000000006,405.96900000000005,9.0,2.0,0.0,3.0,12.47
hERG248,CN1CCN(C(c(c2Nc(c34)cccc3)cc(C)s2)=N4)CC1,1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,3.4392200000000033,312.4420000000001,0.0,5.0,1.0,4.0,30.870000000000005
hERG249,CCOc1c(C(NCCCN2CCOCC2)=O)cccc1,1,CCOc1ccccc1C(=O)NCCCN1CCOCC1,1.5373999999999999,292.379,7.0,4.0,1.0,2.0,50.8
hERG250,CC(NCC(COc1c(C#N)c(Cl)ccc1)O)(Cc2cc(c3cc2)cccc3)C,1,CC(C)(Cc1ccc2ccccc2c1)NCC(O)COc1cccc(Cl)c1C#N,4.715480000000005,408.92900000000014,8.0,4.0,2.0,3.0,65.28
hERG251,CCCCN(C1C(=O)N(Cc2ccccc2)CC1)Cc3n(Cc4ccc(C#N)cc4)cnc3,1,CCCCN(Cc1cncn1Cc1ccc(C#N)cc1)C1CCN(Cc2ccccc2)C1=O,4.206280000000004,441.57900000000024,10.0,5.0,0.0,4.0,65.16
hERG252,Clc1cc(CN2C(=O)C(N(Cc3n(Cc4ccc(C#N)cc4)cnc3)CCN5CCOCC5)CC2)ccc1,1,N#Cc1ccc(Cn2cncc2CN(CCN2CCOCC2)C2CCN(Cc3cccc(Cl)c3)C2=O)cc1,3.3917800000000016,533.0760000000004,10.0,7.0,0.0,5.0,77.63000000000001
hERG253,Fc1ccc(n2c(c3c(C4CCN(CCN5C(=O)NCC5)CC4)c2)cccc3)cc1,1,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccccc23)CC1,3.9742000000000033,406.50500000000017,5.0,3.0,1.0,5.0,40.510000000000005
hERG254,Fc1ccc(N2CCN(CCCN3S(=O)(=O)c(c(c4ccc5)c35)ccc4)CC2)cc1,1,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,3.699900000000003,425.52900000000017,5.0,4.0,0.0,5.0,43.86000000000001
hERG255,Fc1ccc(n2c(c3c(C4CCNCC4)c2)ccc(Cl)c3)cc1,1,Fc1ccc(-n2cc(C3CCNCC3)c3cc(Cl)ccc32)cc1,4.890000000000003,328.81800000000004,2.0,2.0,1.0,4.0,16.96
hERG256,CN(c1n(C)c(c2n1)cccc2)CCN(S(c3ccc(NS(C)(=O)=O)cc3)(=O)=O)C,1,CN(CCN(C)S(=O)(=O)c1ccc(NS(C)(=O)=O)cc1)c1nc2ccccc2n1C,1.7016999999999998,451.5740000000002,8.0,7.0,1.0,3.0,104.60999999999999
hERG257,COc1c(Nc2c(c3nc(c24)cccc4)cccc3)ccc(NS(C)(=O)=O)c1,1,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,4.511700000000003,393.46800000000013,5.0,5.0,2.0,4.0,80.32
hERG258,COc1c(OC)cc(C2CCN(CCC3c(c4OCC3)cccc4)CC2)cc1,1,COc1ccc(C2CCN(CCC3CCOc4ccccc43)CC2)cc1OC,4.839600000000005,381.51600000000013,6.0,4.0,0.0,4.0,30.930000000000003
hERG259,CN1CCN(C(c(c2Nc(c34)ccc(Cl)c3)cccc2)=N4)CC1,1,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.7227000000000023,326.83100000000013,0.0,4.0,1.0,4.0,30.869999999999997
hERG260,O=C(N1C(c2ccccc2)c(c3CC1)cccc3)OC4C(CCN5C4)CC5,1,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,3.864900000000003,362.47300000000007,2.0,3.0,0.0,6.0,32.78
hERG261,CCN(CCNC(c1c(C)c(C=C2c(c3NC2=O)cc(F)cc3)[nH]c1C)=O)CC,1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,3.3349400000000013,398.48200000000014,7.0,3.0,3.0,3.0,77.23
hERG262,CN1CCN(CC(Nc2nc(c3ccc(C)o3)nc(n4c(C)ccn4)c2)=O)CCC1,1,Cc1ccc(-c2nc(NC(=O)CN3CCCN(C)CC3)cc(-n3nccc3C)n2)o1,2.1151399999999994,409.49400000000014,5.0,8.0,1.0,4.0,92.32000000000001
hERG263,C(c1ccccc1)N2CC(c3c(c4[nH]c3c5ccccc5)cccc4)CCC2,1,c1ccc(CN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1,6.2145000000000055,366.50800000000015,4.0,1.0,1.0,5.0,19.03
hERG264,Fc1ccc(C(c2ccc(F)cc2)OCCN3CCN(CCCc4ccccc4)CC3)cc1,1,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,5.3212000000000055,450.5730000000001,10.0,3.0,0.0,4.0,15.71
hERG265,OC(C1Oc(c2CC1)ccc(F)c2)CNCC(C3Oc(c4CC3)ccc(F)c4)O,1,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,2.363600000000001,405.44100000000014,6.0,5.0,3.0,4.0,70.95
hERG266,CC(c1ccc(C(CCCN2CCC(OC(c3ccccc3)c4ccccc4)CC2)=O)cc1)(C)C,1,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,7.217600000000008,469.6690000000001,9.0,3.0,0.0,4.0,29.540000000000003
hERG267,CS(Nc1cc(c2cc1)C(=O)CC3(CCN(C4Cc(c5CC4)ccc(C#N)c5)CC3)O2)(=O)=O,1,CS(=O)(=O)Nc1ccc2c(c1)C(=O)CC1(CCN(C3CCc4cc(C#N)ccc4C3)CC1)O2,3.2870800000000022,465.57500000000033,3.0,6.0,1.0,5.0,99.50000000000001
hERG268,Fc1ccc(Cn2c(c3nc2N4CCC(CNC(NC(=O)C=C5)=N5)CC4)cccc3)cc1,1,O=c1ccnc(NCC2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)[nH]1,3.635500000000002,432.5030000000002,6.0,6.0,2.0,5.0,78.84
hERG269,O=C1N(CCCN2CCN(C(c3ccccc3)c4ccccc4)CC2)c(c5N1)cccc5,1,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,4.126900000000004,426.5640000000001,7.0,4.0,1.0,5.0,44.27
hERG270,CN(CCC(c1ncccc1)c2ccc(Cl)cc2)C,1,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,3.8186000000000027,274.795,5.0,2.0,0.0,2.0,16.130000000000003
hERG271,Clc1cc(CN2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)ccc1,1,N#Cc1ccc(Cn2cncc2CNC2CCN(Cc3cccc(Cl)c3)C2=O)cc1,3.3471800000000016,419.9160000000001,7.0,5.0,1.0,4.0,73.95
hERG272,CS(Nc1cc(c2cc1)C(=O)CC3(CCN(CCc4cc(c5cc4)non5)CC3)O2)(=O)=O,1,CS(=O)(=O)Nc1ccc2c(c1)C(=O)CC1(CCN(CCc3ccc4nonc4c3)CC1)O2,2.636800000000001,456.5240000000003,5.0,8.0,1.0,5.0,114.63000000000001
hERG273,CC(c1ccc(C(CCCN2CCC(C(c3ccccc3)(c4ccccc4)O)CC2)O)cc1)(O)C,1,CC(C)(O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,5.3757000000000055,473.6570000000001,9.0,4.0,3.0,4.0,63.93000000000001
hERG275,NCCCN(C1C(=O)N(Cc2cc(Cl)ccc2)CC1)Cc3n(Cc4ccc(C#N)cc4)cnc3,1,N#Cc1ccc(Cn2cncc2CN(CCCN)C2CCN(Cc3cccc(Cl)c3)C2=O)cc1,3.408380000000002,477.0120000000002,10.0,6.0,1.0,4.0,91.18
hERG276,NC(OCC1C(C2(N3C(=N)N1)C(O)(O)CC3)NC(=N)N2)=O,1,N=C1NC2C(COC(N)=O)NC(=N)N3CCC(O)(O)C23N1,-3.4326599999999976,299.291,2.0,6.0,8.0,3.0,179.80999999999997
hERG277,FC1C(c2c(c3[nH]c2c4cc(c5cc4)cccc5)ccc(F)c3)CNCC1,1,Fc1ccc2c(C3CNCCC3F)c(-c3ccc4ccccc4c3)[nH]c2c1,5.542200000000004,362.423,2.0,1.0,2.0,5.0,27.82
hERG278,COc1c(OCCNCC(COc2c(c3ccc2)c(c4[nH]3)cccc4)O)cccc1,1,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,3.738000000000002,406.482,10.0,5.0,3.0,4.0,75.74000000000001
hERG279,C(N1CC(c2c(c3[nH]c2c4ccccc4)cccc3)CCC1)Cc5ccccc5,1,c1ccc(CCN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1,6.257000000000006,380.53500000000014,5.0,1.0,1.0,5.0,19.03
hERG280,CC(COCC(N1CCCC1)CN(c2ccccc2)Cc3ccccc3)C,1,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,4.830200000000005,366.5490000000002,10.0,3.0,0.0,3.0,15.71
hERG281,CN1C(CCN2c(c3Sc(c24)cccc4)cc(S(C)=O)cc3)CCCC1,1,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,4.901100000000005,386.5860000000001,4.0,4.0,0.0,4.0,29.54
hERG282,CN(C1CC2)C2CC(OC(C(c3ccccc3)CO)=O)C1,1,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1.9308999999999996,289.37500000000006,4.0,4.0,1.0,3.0,49.769999999999996
hERG283,N#CC(Cl)Cl,0,N#CC(Cl)Cl,1.31368,109.94300000000001,0.0,1.0,0.0,0.0,23.79
hERG284,Cc1c(C(=O)N)cccc1,0,Cc1ccccc1C(N)=O,1.09392,135.166,1.0,1.0,1.0,1.0,43.09
hERG285,O=C(c1c(O)cc(O)cc1O)CCc2ccc(O)cc2,0,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,2.324500000000001,274.272,4.0,5.0,4.0,2.0,97.99000000000001
hERG286,O=C1c(c2C(c3ccc(O)cc3)(c4ccc(O)cc4)O1)cccc2,0,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,3.560100000000002,318.32800000000003,2.0,4.0,2.0,4.0,66.76
hERG287,N=C(Nc1ccccc1)NC(c2c(N)nc(N)c(Cl)n2)=O,0,N=C(NC(=O)c1nc(Cl)c(N)nc1N)Nc1ccccc1,1.0710699999999995,305.72900000000004,2.0,6.0,5.0,2.0,142.8
hERG288,CC=C(C(OC1C(OC(CCCCCCC)=O)C2C(C3C(C(O)(C)C(=O)O3)(O)C(OC(CCC)=O)CC2(OC(=O)C)C)=C1C)=O)C,0,CC=C(C)C(=O)OC1C(C)=C2C(C1OC(=O)CCCCCCC)C(C)(OC(C)=O)CC(OC(=O)CCC)C1(O)C2OC(=O)C1(C)O,3.9279000000000033,650.7620000000005,13.0,12.0,2.0,3.0,171.96
hERG289,ClC(C(Cl)=C(Cl)C1(Cl)Cl)=C1Cl,0,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,4.5523,272.773,0.0,0.0,0.0,1.0,0.0
hERG290,c1cc(OCC(NCC2)=N2)c(C3CC3)cc1,0,c1ccc(C2CC2)c(OCC2=NCCN2)c1,1.9444999999999995,216.28399999999996,4.0,3.0,1.0,3.0,33.62
hERG291,CCCN(C1Cc(c2C1)cc(OC)c(OC)c2)CCC,0,CCCN(CCC)C1Cc2cc(OC)c(OC)cc2C1,3.293000000000002,277.408,7.0,3.0,0.0,2.0,21.700000000000003
hERG292,CCOC(c1c2n(c(c3C(=O)N(C24)CCC4)ccc(OC)c3)cn1)=O,0,CCOC(=O)c1ncn2c1C1CCCN1C(=O)c1cc(OC)ccc1-2,2.3483,341.3670000000001,3.0,6.0,0.0,4.0,73.66000000000001
hERG293,CCCN(C1Cc(c2CC1)c(O)ccc2)CCC,0,CCCN(CCC)C1CCc2cccc(O)c2C1,3.371500000000002,247.38199999999998,5.0,2.0,1.0,2.0,23.47
hERG294,c1ccc(NNc2ccccc2)cc1,0,c1ccc(NNc2ccccc2)cc1,3.1256000000000013,184.24200000000002,3.0,2.0,2.0,2.0,24.06
hERG295,CC(C(Cn1ncnc1)(CCc2ccc(Cl)cc2)O)(C)C,0,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,3.3415000000000017,307.825,5.0,4.0,1.0,2.0,50.94
hERG296,c1cc2c(c(c3I2)cccc3)cc1,0,c1ccc2c(c1)[IH]c1ccccc1-2,3.4094000000000015,280.108,0.0,0.0,0.0,3.0,0.0
hERG297,Cc1c2c(N(C3CC3)C=C(C(O)=O)C2=O)cc(N4CC(C)NCC4)c1F,0,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,2.28022,359.4010000000001,3.0,5.0,2.0,4.0,74.57
hERG298,COCCOC(C(C(c1cc([N+]([O-])=O)ccc1)C(C(OC(C)C)=O)=C(C)N2)=C2C)=O,0,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,2.9708000000000014,418.44600000000014,8.0,8.0,1.0,2.0,117.0
hERG299,O[Si](C1CCCCC1)(c2ccc(F)cc2)CCCN3CCCCC3,0,O[Si](CCCN1CCCCC1)(c1ccc(F)cc1)C1CCCCC1,4.180800000000004,349.5660000000002,6.0,2.0,1.0,3.0,23.47
hERG300,COc1ccc(NC(C=Cc2ccc(Cl)cc2)=O)cc1,0,COc1ccc(NC(=O)C=Cc2ccc(Cl)cc2)cc1,4.000500000000002,287.74600000000004,4.0,2.0,1.0,2.0,38.33
hERG301,O=[N+](c1c(Cl)c(Cl)ccc1)[O-],0,O=[N+]([O-])c1cccc(Cl)c1Cl,2.901600000000001,192.00099999999998,1.0,2.0,0.0,1.0,43.14
hERG302,Oc1c(Cc2c(O)ccc(Cl)c2)cc(Cl)cc1,0,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,3.9954000000000023,269.127,2.0,2.0,2.0,2.0,40.46
hERG303,CN(C1CC2)C2CC(OC(c3c(N)cccc3)c4ccccc4)C1,0,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1N)C2,4.000000000000003,322.4520000000001,4.0,3.0,1.0,4.0,38.49
hERG304,CN(c1ccc(Cc2ccc(N(C)C)cc2)cc1)C,0,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,3.4094000000000024,254.377,4.0,2.0,0.0,2.0,6.48
hERG305,ClC(C(C(Cl)(Cl)C12Cl)(Cl)C(C13)C=CC3Cl)=C2Cl,0,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,5.241500000000001,373.321,0.0,0.0,0.0,3.0,0.0
hERG306,OCCN(c1nc(N2CCCCC2)c3c(c(N4CCCCC4)nc(N(CCO)CCO)n3)n1)CCO,0,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,-0.017599999999997396,504.6360000000004,12.0,12.0,4.0,4.0,145.44
hERG307,CC(CC(CSSCC(CC(C)C)N)N)C,0,CC(C)CC(N)CSSCC(N)CC(C)C,3.114600000000002,264.504,9.0,4.0,2.0,0.0,52.04
